folder_name,space_m,node_count,optimizer,runs,ft5_mean,ft5_std,residual_energy_pct_mean,residual_energy_pct_std,runtime_sec_mean,runtime_sec_std
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,de,45,675.1111111111111,154.3377674603545,53.68458888888889,10.591316381297343,5.398031111111111,1.2100190835877198
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,ga,45,687.6444444444444,159.980276562109,52.82484888888889,10.97876985671193,6.375984444444445,1.3913788706883472
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,leach,45,477.5777777777778,130.91435244757423,67.23945333333333,8.979802699457366,0.33536,0.09081798079875832
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,pso,45,689.9333333333333,163.4543861865945,52.66715111111111,11.219363430382764,3.449657777777778,0.8218038981657388
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,de,45,718.4444444444445,97.12633655464028,48.472348888888895,7.291325428349842,13.801942222222221,2.1991881777445315
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,ga,45,750.3777777777777,104.29117649614223,46.142477777777785,7.61268256956439,10.480139999999999,1.4037953968050008
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,leach,45,552.7777777777778,76.58058408360343,60.313451111111114,5.491130264411634,0.9449266666666667,0.1394014549291493
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,pso,45,734.5333333333333,97.43100122650901,47.20429777777778,7.243725727404272,10.370222222222221,1.69797597877442
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,de,45,747.5777777777778,80.38811787166986,43.276246666666665,6.204416701599827,41.097655555555555,7.125920006936123
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,ga,45,775.2888888888889,76.19371908683041,41.14568666666667,5.830784425069785,17.798962222222222,2.4398255832118316
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,leach,45,512.4666666666667,45.150052854091676,61.22791333333333,3.421746775246393,1.7237666666666667,0.18214250165486068
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,pso,45,757.9333333333333,76.87664262842246,42.448164444444444,5.932222061456765,24.24338444444444,3.3834278541924387
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,de,45,774.5111111111111,84.28998167102074,38.61004666666667,6.7098050271971355,78.13124,16.132279452381415
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,ga,45,789.2222222222222,85.07747508992475,37.421933333333335,6.764955961961081,25.658235555555557,3.876191823998699
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,leach,45,517.4444444444445,41.85720072490816,59.19072222222222,3.2403814262640087,2.6449622222222224,0.22003548503995365
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,pso,45,776.7777777777778,94.32195562609648,38.41650666666666,7.527324420958859,42.69618888888889,6.92815547058858
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,de,45,767.0444444444445,122.51158675361647,47.16561333333333,6.3871964360031175,28.503115555555556,7.725047460635481
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,ga,45,766.4888888888889,125.13767367878216,47.11410222222222,6.110985231735955,15.018339999999998,1.3858326873957565
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,leach,45,530.7333333333333,64.05409645547482,62.13274888888889,2.890895369134422,4.837433333333333,3.015237738704709
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,pso,45,769.9111111111112,120.47063433623038,46.92807777777778,5.819119743643244,19.764760000000003,5.616959744357019
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,de,45,672.4,60.05240135990326,45.56379777777777,4.289585842240425,73.91260222222222,30.69014366083922
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,ga,45,671.0666666666667,58.452156037690685,45.496562222222224,3.9343697883517468,32.092082222222224,5.0156041301254355
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,leach,45,450.22222222222223,32.2869864643558,63.52903777777778,2.2458468600435966,6.036713333333334,2.7211054857104746
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,pso,45,658.1111111111111,66.8241322163233,46.657360000000004,4.687861793136127,59.514693333333334,14.225993319119628
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,de,45,619.1777777777778,48.67811197919026,47.68264888888889,3.633413651138941,138.54561333333334,60.14643128830593
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,ga,45,616.6666666666666,52.382769547385955,47.63359555555556,3.787199092814655,57.56232444444444,12.30965546253973
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,leach,45,441.9111111111111,31.51898578073959,63.05027777777777,2.113788242586034,7.706822222222223,1.6089171315866868
04_baseline_k0p15_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,pso,45,620.5555555555555,49.14984303847857,47.433057777777776,3.5975798565581756,126.53933555555555,27.608748803250393
