suite,label,space_m,node_count,packet_size_bits,initial_energy_j,pso_c1,pso_c2,pso_omega,transmission_range_m,cluster_head_ratio,eulc_candidate_ratio,alpha_weight,beta_weight,gamma_weight,pso_particles,pso_iterations,runs,seed_start,seed_end,max_rounds,fnd_mean,fnd_std,fnd_min,fnd_max,fnd_cv_pct,residual_energy_pct_at_fnd,dead_nodes_pct_at_fnd,packets_received_mean,elapsed_sec
omega_by_node_v2,omega=0.35,100,500,6400,0.5,1.5,1.5,0.35,150.0,0.2,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,960.3,43.73,879,1058,4.5538,35.28,0.21,94912.2,39.02
omega_by_node_v2,omega=0.5,100,500,6400,0.5,1.5,1.5,0.5,150.0,0.2,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,980.8,36.2086,918,1037,3.6917,33.89,0.2,96961.95,44.13
omega_by_node_v2,omega=0.65,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,966.15,45.7715,859,1037,4.7375,34.87,0.23,95500.9,40.05
omega_by_node_v2,omega=0.8,100,500,6400,0.5,1.5,1.5,0.8,150.0,0.2,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,949.9,53.8664,860,1035,5.6707,35.96,0.2,93882,38.89
candidate_by_node_v2,candidate=0.2,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.2,0.6,0.25,0.15,4,3,20,142,161,6000,864,52.5071,720,940,6.0772,40.86,0.21,57516.65,17.33
candidate_by_node_v2,candidate=0.3,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.3,0.6,0.25,0.15,4,3,20,142,161,6000,947.85,60.7629,780,1019,6.4106,35.93,0.21,85744.35,27.22
candidate_by_node_v2,candidate=0.4,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,966.15,45.7715,859,1037,4.7375,34.87,0.23,95500.9,38.41
candidate_by_node_v2,candidate=0.5,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.5,0.6,0.25,0.15,4,3,20,142,161,6000,966.85,56.1643,799,1037,5.809,34.81,0.21,96509.95,42.0
ch_ratio_by_node_v2,Pc=0.1,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.1,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,726.05,69.4942,520,817,9.5715,49.77,0.2,36301.5,21.24
ch_ratio_by_node_v2,Pc=0.15,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.15,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,908.1,42.038,840,998,4.6292,37.96,0.21,68030.45,38.72
ch_ratio_by_node_v2,Pc=0.2,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,966.15,45.7715,859,1037,4.7375,34.87,0.23,95500.9,41.23
ch_ratio_by_node_v2,Pc=0.25,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.25,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,961.7,53.8796,819,1055,5.6025,35.57,0.2,102966.75,31.75
ch_ratio_by_node_v2,Pc=0.3,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.3,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,961.7,53.8796,819,1055,5.6025,35.57,0.2,102966.75,31.32
weight_by_node_v2,default,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.6,0.25,0.15,4,3,20,142,161,6000,966.15,45.7715,859,1037,4.7375,34.87,0.23,95500.9,38.68
weight_by_node_v2,energy-focused,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.75,0.15,0.1,4,3,20,142,161,6000,968.15,35.408,878,1018,3.6573,34.74,0.22,95688.35,40.39
weight_by_node_v2,distance-focused,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.45,0.45,0.1,4,3,20,142,161,6000,968.2,44.4855,843,1053,4.5947,34.72,0.2,95742.35,43.71
weight_by_node_v2,degree-focused,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.45,0.15,0.4,4,3,20,142,161,6000,950.75,47.858,820,1035,5.0337,35.91,0.2,93937.45,42.22
weight_by_node_v2,balanced,100,500,6400,0.5,1.5,1.5,0.65,150.0,0.2,0.4,0.34,0.33,0.33,4,3,20,142,161,6000,948,56.3711,839,1036,5.9463,36.08,0.21,93727.65,38.66
