folder_name,space_m,node_count,optimizer,runs,ft5_mean,ft5_std,residual_energy_pct_mean,residual_energy_pct_std,runtime_sec_mean,runtime_sec_std
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,de,45,651.4666666666667,145.93080552097285,55.304475555555555,10.01313475995304,4.842104444444445,1.0779589471765518
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,ga,45,644.0888888888888,137.15449520725,55.80873777777778,9.409906990007173,5.626622222222222,1.1770567899501183
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,leach,45,470.93333333333334,126.56248905723858,67.69065111111111,8.687363851375856,0.24657333333333334,0.0683399104743075
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,20,pso,45,648.3111111111111,139.1416580686784,55.52139777777778,9.546080607993686,2.9110577777777777,0.6342493571462284
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,de,45,643.4,84.35299207928117,53.772079999999995,6.116859202928782,10.032068888888888,1.5707241345116503
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,ga,45,672.1111111111111,79.5939188581133,51.72136444444445,5.879647162850521,8.147348888888889,0.9758730933752285
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,leach,45,460.0888888888889,74.17725154294035,67.00056222222221,5.271546178662165,0.5551622222222222,0.10370673750552757
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,50,pso,45,661.8444444444444,87.21732405985418,52.45316,6.326825703606683,7.404033333333334,1.13870245774422
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,de,45,639.6444444444444,65.25967554719573,51.656037777777776,5.174135629362684,29.021588888888893,5.472709647141825
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,ga,45,667.4,78.3402833796253,49.46293555555556,6.044683053806858,12.7374,1.4933269298936027
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,leach,45,431.55555555555554,50.12826981198767,67.43763111111112,3.7739863017541913,1.0605111111111112,0.1311191152110834
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,100,pso,45,661.7111111111111,80.04050742144774,49.93532,6.228355048763243,17.7632,2.9025163227949164
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,de,45,668.7777777777778,66.23610965494744,47.0668888888889,5.249129377950659,63.660897777777784,18.432337683335092
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,ga,45,706.5333333333333,56.99266300466784,44.08790444444445,4.546324365650459,19.574515555555557,1.8786499223881217
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,leach,45,440.26666666666665,37.38704199439839,65.33238444444444,2.9669542585372852,1.6218577777777776,0.16577446684753916
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,100,150,pso,45,687.7555555555556,57.129102421045836,45.55149333333333,4.583966463535501,31.485242222222222,3.957093529777132
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,de,45,711.6222222222223,125.18391722307275,52.13288888888889,7.857252721450256,18.967526666666664,5.486259382410836
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,ga,45,772.3555555555556,126.59566191683506,48.120488888888886,7.392357197324021,11.577937777777779,1.7661326956850316
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,leach,45,501.0,80.87729201473282,66.29601555555556,4.136323050562685,2.3036155555555555,0.6211379066444964
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,100,pso,45,720.3777777777777,121.0229671833351,51.55753111111112,7.551173804534154,12.306604444444444,3.1993828067411227
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,de,45,728.3555555555556,82.96498592110345,45.39928444444444,4.830850474810806,54.486717777777784,25.76134714385178
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,ga,45,728.9777777777778,89.51929423539954,45.18002,5.161902533007833,22.189095555555554,2.6757574448399
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,leach,45,455.5111111111111,53.83291584414527,65.48306222222222,3.2098733666815153,4.080726666666667,1.1879864474280535
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,200,pso,45,732.7333333333333,82.08847776526365,44.846197777777775,4.734578113752295,37.886577777777774,12.021993317172122
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,de,45,692.8222222222222,59.317439137732364,44.006231111111106,3.991998875866474,90.39527333333334,36.82107607400216
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,ga,45,689.0222222222222,58.72915060949829,44.20232222222222,3.855121114999259,41.27748444444444,7.750745031460337
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,leach,45,424.4222222222222,30.899756463359854,65.81496666666666,2.037620388746726,5.513635555555555,1.3131171998436595
03_baseline_k0p1_p20_it50_w0p65_a0p6_b0p25_g0p15,500,300,pso,45,694.2444444444444,61.094991446091434,43.94819111111111,4.115994702919899,80.39646444444445,25.256157276207425
