folder_name,space_m,node_count,optimizer,runs,ft5_mean,ft5_std,residual_energy_pct_mean,residual_energy_pct_std,runtime_sec_mean,runtime_sec_std
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,20,de,45,710.3555555555556,209.2715890411261,51.26766666666667,14.360702138285074,10.615544444444444,5.031492010037451
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,20,ga,45,690.5333333333333,204.97656185303455,52.62778222222222,14.065788784757295,14.02358888888889,4.684825096241452
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,20,pso,45,707.2888888888889,201.29067880489987,51.47824000000001,13.813049880036038,5.926153333333333,1.8052872726068736
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,50,de,45,755.8222222222222,120.05061222230187,45.66905777777777,8.801094664469273,26.476893333333333,8.25637794634603
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,50,ga,45,759.1111111111111,125.17991093226618,45.47236222222222,9.206696706160265,24.28815555555556,6.387818315696167
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,50,pso,45,757.7555555555556,128.7271878388124,45.53234444444445,9.36215370660841,16.92058888888889,3.3702691474813475
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,100,de,45,771.9111111111112,124.78742328496489,41.36919777777778,9.48993485523404,94.60804888888887,41.56295291726769
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,100,ga,45,774.7333333333333,125.18902072103171,41.147146666666664,9.54811786557006,46.375262222222226,18.295941436276973
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,100,pso,45,781.9111111111112,125.86822514443467,40.62645111111111,9.604324869714167,44.082295555555554,12.356877297075494
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,150,de,45,803.4444444444445,91.31353468222342,36.37134222222222,7.2523396547875505,168.86825333333334,71.50563536898714
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,150,ga,45,793.5555555555555,104.70099321304446,37.10021777777778,8.339176792141169,62.521006666666665,23.532885262372744
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,100,150,pso,45,796.3555555555556,98.61130203424396,36.89353777777778,7.874425817632933,80.19923777777777,26.489098248492958
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,100,de,45,689.1111111111111,125.12470547094973,49.64134,7.017996077500911,53.699035555555554,16.8937887775246
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,100,ga,45,707.1333333333333,128.2461411788781,48.616328888888894,7.318693557087599,28.58344222222222,4.618944971207215
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,100,pso,45,696.3777777777777,112.60354606254008,49.28804,6.427496746380138,40.577397777777776,9.896577687295581
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,200,de,45,572.6222222222223,62.44171423629937,51.814366666666665,4.618199960137952,135.21159333333333,62.8282377079671
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,200,ga,45,575.4444444444445,61.0147357594703,51.33844,4.955427145262055,63.39225111111111,14.647884116309372
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,200,pso,45,579.2222222222222,65.22300517486445,51.26930222222223,4.569144798064159,129.8059111111111,45.057499676565925
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,300,de,45,533.5333333333333,35.34801010215166,53.614540000000005,2.981870066707682,249.08124,107.69656255522314
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,300,ga,45,527.8222222222222,38.85830254614419,53.80943333333334,3.1256509827408907,115.63080222222221,36.192001791948506
09_distance_focused_k0p2_p30_it50_w0p8_a0p35_b0p45_g0p2,500,300,pso,45,530.2,37.41207874956478,53.72875111111111,3.0893527627248343,237.54419333333334,94.44146013087207
